id,category1Name,category2Name,category3Name,categoryId,ean,upcCode,name,description,brand,mediaUrl
4123018557688-1000,"Sport, Leisure",Sports Equipment,Bodybuilding and Fitness,12-2-8,4123018557688,412301855768,High quality accessory: bodybuilding and fitness,Made with premium materials for maximum durability.,Nike,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018557688.jpg
4123018557755-1000,"Sport, Leisure",Sports Equipment,Yoga,12-2-9,4123018557755,412301855775,Yoga - Deluxe Edition,A perfect choice to meet your daily needs.,Nike,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018557755.jpg
4123018557822-1000,"Sport, Leisure",Sports Equipment,Outdoor Sports,12-2-10,4123018557822,412301855782,Essential item: outdoor sport,A reliable and stylish product for every home.,Decathlon,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018557822.jpg
4123018557999-1000,"Sport, Leisure",Sportswear and Shoes,Women's Clothing,12-3-1,4123018557999,412301855799,Essential item: women's clothing,Designed to deliver an exceptional user experience.,Reebok,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018557999.jpg
4123018558055-1000,"Sport, Leisure",Sportswear and Shoes,Women's Shoes,12-3-2,4123018558055,412301855805,High quality accessory: women's shoes,Made with premium materials for maximum durability.,Adidas,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018558055.jpg
4123018558122-1000,"Sport, Leisure",Sportswear and Shoes,Men's Clothing,12-3-3,4123018558122,412301855812,Men's clothing - luxury edition,Designed to deliver an exceptional user experience.,Adidas,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018558122.jpg
4123018558299-1000,"Sport, Leisure",Sportswear and Shoes,Men's Shoes,12-3-4,4123018558299,412301855829,Ideal solution: men's shoes,Combines functionality and style for optimal use.,Reebok,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018558299.jpg
4123018558366-1000,"Sport, Leisure",Connected Sports,Smartwatch,12-4-1,4123018558366,412301855836,Premium smartwatch,A perfect choice to meet your daily needs.,Reebok,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018558366.jpg
4123018558433-1000,"Sport, Leisure",Connected Sports,Fitness Tracker,12-4-2,4123018558433,412301855843,Connected bracelet - luxury edition,A perfect choice to meet your daily needs.,Decathlon,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018558433.jpg
4123018558500-1000,"Sport, Leisure",Connected Sports,Drone,12-4-3,4123018558500,412301855850,Ideal solution: drone,Made with premium materials for maximum durability.,Reebok,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018558500.jpg
4123018558677-1000,"Sport, Leisure",Connected Sports,Mini Drone,12-4-4,4123018558677,412301855867,High quality accessory: mini drone,Combines functionality and style for optimal use.,Decathlon,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018558677.jpg
4123018558744-1000,"Sport, Leisure",Connected Sports,Action Camera,12-4-5,4123018558744,412301855874,Essential item: action camera,A reliable and stylish product for every home.,Adidas,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018558744.jpg
4123018558811-1000,"Sport, Leisure",Leisure and Activities,Gift Set,12-5-1,4123018558811,412301855881,Ideal solution: gift box,A reliable and stylish product for every home.,Adidas,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018558811.jpg
4123018558988-1000,"Sport, Leisure",Leisure and Activities,Foosball Table,12-5-2,4123018558988,412301855898,Table football - luxury edition,Combines functionality and style for optimal use.,Puma,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018558988.jpg
4123018559044-1000,"Sport, Leisure",Leisure and Activities,Creative Hobbies,12-5-3,4123018559044,412301855904,Ideal solution: creative hobbies,Designed to deliver an exceptional user experience.,Adidas,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018559044.jpg
4123018559111-1000,"Sport, Leisure",Leisure and Activities,Sewing,12-5-4,4123018559111,412301855911,Essential item: sewing,Combines functionality and style for optimal use.,Adidas,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018559111.jpg
4123018559288-1000,"Sport, Leisure",Leisure and Activities,Billiards,12-5-5,4123018559288,412301855928,Ideal solution: billiards,Made with premium materials for maximum durability.,Reebok,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018559288.jpg
4123018559355-1000,"Sport, Leisure",Leisure and Activities,Ticketing,12-5-6,4123018559355,412301855935,Ticketing - luxury edition,Made with premium materials for maximum durability.,Nike,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018559355.jpg
4123018559422-1000,"Sport, Leisure",Second Hand,Used Smartwatch,12-6-1,4123018559422,412301855942,Ideal solution: used smartwatch,Combines functionality and style for optimal use.,Reebok,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018559422.jpg
4123018559599-1000,"Sport, Leisure",Second Hand,Used Scooter,12-6-2,4123018559599,412301855959,Essential item: used scooter,Combines functionality and style for optimal use.,Adidas,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018559599.jpg
4123018559666-1000,"Sport, Leisure",Second Hand,Used Women's Shoes,12-6-3,4123018559666,412301855966,Ideal solution: second-hand women's shoes,Made with premium materials for maximum durability.,Puma,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018559666.jpg
4123018559733-1000,"Sport, Leisure",Second Hand,Used Men's Shoes,12-6-4,4123018559733,412301855973,Ideal solution: second-hand men's shoes,A perfect choice to meet your daily needs.,Reebok,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018559733.jpg
4123018559800-1000,Fashion,Women's Clothing,Shoes,13-1-1,4123018559800,412301855980,Essential item: shoes,A reliable and stylish product for every home.,Channel,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018559800.jpg
4123018559977-1000,Fashion,Women's Clothing,Dress,13-1-2,4123018559977,412301855997,Premium dress,Made with premium materials for maximum durability.,Kenzo,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018559977.jpg
4123018560000-1000,Fashion,Women's Clothing,Jeans,13-1-3,4123018560000,412301856000,Ideal solution: jeans,A perfect choice to meet your daily needs.,Mauboussin,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018560000.jpg
4123018560177-1000,Fashion,Women's Clothing,Sweater and Cardigan,13-1-4,4123018560177,412301856017,Premium sweater and vest,Designed to deliver an exceptional user experience.,The north face,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018560177.jpg
4123018560244-1000,Fashion,Women's Clothing,Sportswear,13-1-5,4123018560244,412301856024,Essential article: sport,Combines functionality and style for optimal use.,Levis,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018560244.jpg
4123018560311-1000,Fashion,Women's Clothing,Maternity Clothing,13-1-6,4123018560311,412301856031,Maternity clothing - luxury edition,Designed to deliver an exceptional user experience.,John Lewis,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018560311.jpg
4123018560488-1000,Fashion,Women's Clothing,T-shirt,13-1-7,4123018560488,412301856048,Premium T-shirt,A reliable and stylish product for every home.,Channel,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018560488.jpg
4123018560555-1000,Fashion,Women's Clothing,Pants,13-1-8,4123018560555,412301856055,Pants - luxury edition,A perfect choice to meet your daily needs.,Kenzo,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018560555.jpg
4123018560622-1000,Fashion,Women's Clothing,Shirt,13-1-9,4123018560622,412301856062,Ideal solution: shirt,Made with premium materials for maximum durability.,Mauboussin,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018560622.jpg
4123018560799-1000,Fashion,Women's Clothing,Jacket and Coat,13-1-10,4123018560799,412301856079,Jacket and coat - luxury edition,A perfect choice to meet your daily needs.,The north face,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018560799.jpg
4123018560866-1000,Fashion,Women's Clothing,Lingerie,13-1-11,4123018560866,412301856086,Essential item: lingerie,A perfect choice to meet your daily needs.,Levis,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018560866.jpg
4123018560933-1000,Fashion,Men's Clothing,Shoes,13-2-1,4123018560933,412301856093,Shoe - luxury edition,A perfect choice to meet your daily needs.,Levis,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018560933.jpg
4123018561099-1000,Fashion,Men's Clothing,T-shirt,13-2-2,4123018561099,412301856109,T-shirt - luxury edition,Designed to deliver an exceptional user experience.,The north face,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018561099.jpg
4123018561166-1000,Fashion,Men's Clothing,Pants,13-2-3,4123018561166,412301856116,Ideal solution: pants,A reliable and stylish product for every home.,Levis,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018561166.jpg
4123018561233-1000,Fashion,Men's Clothing,Shirt,13-2-4,4123018561233,412301856123,Premium shirt,A reliable and stylish product for every home.,The north face,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018561233.jpg
4123018561300-1000,Fashion,Men's Clothing,Sportswear,13-2-5,4123018561300,412301856130,Ideal solution: sport,Made with premium materials for maximum durability.,Levis,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018561300.jpg
4123018561477-1000,Fashion,Men's Clothing,Socks,13-2-6,4123018561477,412301856147,High quality accessory: sock,A reliable and stylish product for every home.,The north face,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018561477.jpg
4123018561544-1000,Fashion,Men's Clothing,Polo Shirt,13-2-7,4123018561544,412301856154,Ideal solution: polo shirt,Combines functionality and style for optimal use.,The north face,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018561544.jpg
4123018561611-1000,Fashion,Men's Clothing,Sweatshirt and Sweater,13-2-8,4123018561611,412301856161,Ideal solution: sweatshirt and sweater,Designed to deliver an exceptional user experience.,Levis,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018561611.jpg
4123018561788-1000,Fashion,Men's Clothing,Jeans,13-2-9,4123018561788,412301856178,Ideal solution: jeans,Designed to deliver an exceptional user experience.,The north face,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018561788.jpg
4123018561855-1000,Fashion,Men's Clothing,Jacket and Coat,13-2-10,4123018561855,412301856185,High quality accessory: jacket and coat,Made with premium materials for maximum durability.,Levis,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018561855.jpg
4123018561922-1000,Fashion,Men's Clothing,Boxer Shorts,13-2-11,4123018561922,412301856192,Premium boxer shorts,Made with premium materials for maximum durability.,Maje,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018561922.jpg
4123018562088-1000,Fashion,Children's Clothing,Children's Shoes,13-3-1,4123018562088,412301856208,Essential item: children's shoes,A reliable and stylish product for every home.,Levis,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018562088.jpg
4123018562155-1000,Fashion,Children's Clothing,Baby Boy,13-3-2,4123018562155,412301856215,Baby boy - deluxe edition,Designed to deliver an exceptional user experience.,The north face,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018562155.jpg
4123018562222-1000,Fashion,Children's Clothing,Boy (2+ Years),13-3-3,4123018562222,412301856222,High quality accessory: boys from 2 years old,Combines functionality and style for optimal use.,Levis,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018562222.jpg
4123018562399-1000,Fashion,Children's Clothing,Pants,13-3-4,4123018562399,412301856239,Essential item: pants,A reliable and stylish product for every home.,Maje,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018562399.jpg
4123018562466-1000,Fashion,Children's Clothing,Pajamas,13-3-5,4123018562466,412301856246,Ideal solution: pajamas,Combines functionality and style for optimal use.,Aigle,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018562466.jpg
4123018562533-1000,Fashion,Children's Clothing,Baby Girl,13-3-6,4123018562533,412301856253,Premium baby girl,A reliable and stylish product for every home.,Levis,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018562533.jpg
4123018562600-1000,Fashion,Children's Clothing,Girl (2+ Years),13-3-7,4123018562600,412301856260,Essential item: girls from 2 years old,Made with premium materials for maximum durability.,The north face,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018562600.jpg
4123018562777-1000,Fashion,Children's Clothing,T-shirt,13-3-8,4123018562777,412301856277,Premium T-shirt,Combines functionality and style for optimal use.,Levis,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018562777.jpg
4123018562844-1000,Fashion,Children's Clothing,Sweatshirt,13-3-9,4123018562844,412301856284,Essential item: sweatshirt,Combines functionality and style for optimal use.,Maje,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018562844.jpg
4123018562911-1000,Fashion,Watch,Men's Watch,13-4-1,4123018562911,412301856291,Premium men's watch,A perfect choice to meet your daily needs.,Levis,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018562911.jpg
4123018563077-1000,Fashion,Watch,Women's Watch,13-4-2,4123018563077,412301856307,High quality accessory: women's watch,Made with premium materials for maximum durability.,The north face,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018563077.jpg
4123018563144-1000,Fashion,Watch,Smartwatch,13-4-3,4123018563144,412301856314,High quality accessory: smart watch,A perfect choice to meet your daily needs.,Levis,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018563144.jpg
4123018563211-1000,Fashion,Watch,Children's Watch,13-4-4,4123018563211,412301856321,Children's watch - luxury edition,Combines functionality and style for optimal use.,Maje,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018563211.jpg
4123018563388-1000,Fashion,Watch,Used Watch,13-4-5,4123018563388,412301856338,Pre-owned watch - luxury edition,A perfect choice to meet your daily needs.,Aigle,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018563388.jpg
4123018563455-1000,Fashion,Accessory,Bags and Luggage,13-5-1,4123018563455,412301856345,Bag and luggage - luxury edition,Combines functionality and style for optimal use.,The north face,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018563455.jpg
4123018563522-1000,Fashion,Accessory,Tie,13-5-2,4123018563522,412301856352,High quality accessory: tie,Combines functionality and style for optimal use.,Levis,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018563522.jpg
4123018563699-1000,Fashion,Accessory,Cap,13-5-3,4123018563699,412301856369,Premium headset,Designed to deliver an exceptional user experience.,Maje,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018563699.jpg
4123018563766-1000,Fashion,Accessory,Scarf,13-5-4,4123018563766,412301856376,Scarf - luxury edition,A reliable and stylish product for every home.,Aigle,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018563766.jpg
4123018563833-1000,Fashion,Accessory,Sunglasses,13-5-5,4123018563833,412301856383,Ideal solution: sunglasses,A reliable and stylish product for every home.,Levis,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018563833.jpg
4123018563900-1000,Fashion,Accessory,Belt,13-5-6,4123018563900,412301856390,Ideal solution: belt,A perfect choice to meet your daily needs.,The north face,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018563900.jpg
4123018564066-1000,Fashion,Accessory,Hat,13-5-7,4123018564066,412301856406,High quality accessory: hat,Made with premium materials for maximum durability.,Levis,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018564066.jpg
4123018564133-1000,Fashion,Accessory,Beanie,13-5-8,4123018564133,412301856413,High quality accessory: hat,A perfect choice to meet your daily needs.,Maje,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018564133.jpg
4123018564200-1000,Fashion,Accessory,Gloves,13-5-9,4123018564200,412301856420,Ideal solution: glove,A reliable and stylish product for every home.,Aigle,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018564200.jpg
4123018564377-1000,Fashion,Jewelry,Bracelet,13-6-1,4123018564377,412301856437,High quality accessory: bracelet,Made with premium materials for maximum durability.,The north face,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018564377.jpg
4123018564444-1000,Fashion,Jewelry,Ring,13-6-2,4123018564444,412301856444,High quality accessory: ring,Made with premium materials for maximum durability.,Levis,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018564444.jpg
4123018564511-1000,Fashion,Jewelry,Necklace,13-6-3,4123018564511,412301856451,Necklace - luxury edition,A reliable and stylish product for every home.,Maje,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018564511.jpg
4123018564688-1000,Fashion,Jewelry,Pendant,13-6-4,4123018564688,412301856468,High quality accessory: pendant,Designed to deliver an exceptional user experience.,Aigle,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018564688.jpg
4123018564755-1000,Fashion,Jewelry,Earrings,13-6-5,4123018564755,412301856475,High quality accessory: earring,A perfect choice to meet your daily needs.,L’oréal,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018564755.jpg
4123018564822-1000,Beauty,Perfume,Men's Perfume,14-1-1,4123018564822,412301856482,High quality accessory: men's perfume,A reliable and stylish product for every home.,L’oréal,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018564822.jpg
4123018564999-1000,Beauty,Perfume,Box Set,14-1-2,4123018564999,412301856499,Premium box,Designed to deliver an exceptional user experience.,Dior,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018564999.jpg
4123018565055-1000,Beauty,Perfume,Women's Perfume,14-1-3,4123018565055,412301856505,Premium women's perfume,Designed to deliver an exceptional user experience.,L’oréal,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018565055.jpg
4123018565122-1000,Beauty,Hair,Hair Straightener and Curler,14-2-1,4123018565122,412301856512,Ideal solution: straightener and curler,Combines functionality and style for optimal use.,L’oréal,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018565122.jpg
4123018565299-1000,Beauty,Hair,Lawn Mower,14-2-2,4123018565299,412301856529,Essential item: lawn mower,A reliable and stylish product for every home.,Dior,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018565299.jpg
4123018565366-1000,Beauty,Hair,Shampoo,14-2-3,4123018565366,412301856536,Ideal solution: shampoo,A reliable and stylish product for every home.,L’oréal,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018565366.jpg
4123018565433-1000,Beauty,Hair,Hair Care,14-2-4,4123018565433,412301856543,Ideal solution: hair care,Combines functionality and style for optimal use.,Dior,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018565433.jpg
4123018565500-1000,Beauty,Hair,Hair Accessories,14-2-5,4123018565500,412301856550,High quality accessory: hair accessory,Designed to deliver an exceptional user experience.,L’oréal,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018565500.jpg
4123018565677-1000,Beauty,Hair,Hair Dryer,14-2-6,4123018565677,412301856567,Premium hair dryer,Made with premium materials for maximum durability.,Dior,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018565677.jpg
4123018565744-1000,Beauty,Hair,Straightening Kit,14-2-7,4123018565744,412301856574,High quality accessory: smoothing kit,Designed to deliver an exceptional user experience.,L’oréal,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018565744.jpg
4123018565811-1000,Beauty,Hair,Conditioner,14-2-8,4123018565811,412301856581,Essential item: conditioner,Designed to deliver an exceptional user experience.,Dior,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018565811.jpg
4123018565988-1000,Beauty,Hair,Styling Product,14-2-9,4123018565988,412301856598,Styling product - luxury edition,Combines functionality and style for optimal use.,L’oréal,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018565988.jpg
4123018566044-1000,Beauty,Body and Face,Facial Care,14-3-1,4123018566044,412301856604,High quality accessory: facial care,A perfect choice to meet your daily needs.,Gillette,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018566044.jpg
4123018566111-1000,Beauty,Body and Face,Sun Care,14-3-2,4123018566111,412301856611,Essential item: sun care,Made with premium materials for maximum durability.,Oral B,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018566111.jpg
4123018566288-1000,Beauty,Body and Face,Razor,14-3-3,4123018566288,412301856628,Essential item: razor,Made with premium materials for maximum durability.,Gillette,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018566288.jpg
4123018566355-1000,Beauty,Body and Face,Electric Epilator,14-3-4,4123018566355,412301856635,Premium electric epilator,Designed to deliver an exceptional user experience.,Oral B,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018566355.jpg
4123018566422-1000,Beauty,Body and Face,Shaving Product,14-3-5,4123018566422,412301856642,Essential item: shaving product,Made with premium materials for maximum durability.,Gillette,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018566422.jpg
4123018566599-1000,Beauty,Body and Face,Body Care,14-3-6,4123018566599,412301856659,High quality accessory: body care,Made with premium materials for maximum durability.,Oral B,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018566599.jpg
4123018566666-1000,Beauty,Body and Face,Teeth Whitening Kit,14-3-7,4123018566666,412301856666,Essential item: teeth whitening kit,Made with premium materials for maximum durability.,Gillette,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018566666.jpg
4123018566733-1000,Beauty,Body and Face,Razor Blade,14-3-8,4123018566733,412301856673,High quality accessory: razor blade,A perfect choice to meet your daily needs.,Oral B,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018566733.jpg
4123018566800-1000,Beauty,Body and Face,IPL Epilator,14-3-9,4123018566800,412301856680,Pulsed light epilator - luxury edition,Made with premium materials for maximum durability.,Gillette,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018566800.jpg
4123018566977-1000,Beauty,Body and Face,Hair Removal Product,14-3-10,4123018566977,412301856697,Ideal solution: hair removal product,Designed to deliver an exceptional user experience.,Oral B,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018566977.jpg
4123018567033-1000,Beauty,Makeup,Lips,14-4-1,4123018567033,412301856703,Ideal solution: lips,A perfect choice to meet your daily needs.,Oral B,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018567033.jpg
4123018567100-1000,Beauty,Makeup,Eyes,14-4-2,4123018567100,412301856710,Essential item: eyes,Combines functionality and style for optimal use.,Gillette,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018567100.jpg
4123018567277-1000,Beauty,Makeup,Complexion,14-4-3,4123018567277,412301856727,High quality accessory: dyed,Designed to deliver an exceptional user experience.,Oral B,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018567277.jpg
4123018567344-1000,Beauty,Makeup,Makeup Remover,14-4-4,4123018567344,412301856734,Essential item: makeup remover,A perfect choice to meet your daily needs.,Gillette,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018567344.jpg
4123018567411-1000,Beauty,Makeup,Manicure,14-4-5,4123018567411,412301856741,Premium manicure,A perfect choice to meet your daily needs.,Oral B,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018567411.jpg
4123018567588-1000,Beauty,Makeup,Makeup Accessories,14-4-6,4123018567588,412301856758,Premium makeup accessory,Designed to deliver an exceptional user experience.,Gillette,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018567588.jpg
4123018567655-1000,Beauty,Makeup,Box Set,14-4-7,4123018567655,412301856765,Ideal solution: box,A reliable and stylish product for every home.,Oral B,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018567655.jpg
4123018567722-1000,Beauty,Hygiene and Health,Teeth Whitening Kit,14-5-1,4123018567722,412301856772,High quality accessory: teeth whitening kit,Combines functionality and style for optimal use.,Oral B,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018567722.jpg
4123018567899-1000,Beauty,Hygiene and Health,Hygiène dentaire,14-5-2,4123018567899,412301856789,High quality accessory: dental hygiene,Combines functionality and style for optimal use.,Nivea,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018567899.jpg
4123018567966-1000,Beauty,Hygiene and Health,Brosse à dents,14-5-3,4123018567966,412301856796,High quality accessory: toothbrush,A perfect choice to meet your daily needs.,Nivea,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018567966.jpg
4123018568022-1000,Beauty,Hygiene and Health,Brosse à dents électrique,14-5-4,4123018568022,412301856802,Premium electric toothbrush,Designed to deliver an exceptional user experience.,Nivea,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018568022.jpg
4123018568199-1000,Beauty,Hygiene and Health,Déodorant,14-5-5,4123018568199,412301856819,Ideal solution: deodorant,A perfect choice to meet your daily needs.,Nivea,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018568199.jpg
4123018568266-1000,Beauty,Hygiene and Health,Gel douche,14-5-6,4123018568266,412301856826,High quality accessory: shower gel,Designed to deliver an exceptional user experience.,Nivea,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018568266.jpg
4123018568333-1000,Beauty,Hygiene and Health,Savon,14-5-7,4123018568333,412301856833,Ideal solution: soap,A reliable and stylish product for every home.,Nivea,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018568333.jpg
4123018568400-1000,Beauty,Hygiene and Health,Hygiène intime,14-5-8,4123018568400,412301856840,Essential article: personal hygiene,Combines functionality and style for optimal use.,Nivea,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018568400.jpg
4123018568577-1000,Beauty,Parapharmacy,Complément alimentaire,14-6-1,4123018568577,412301856857,Essential item: food supplement,Designed to deliver an exceptional user experience.,Nivea,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018568577.jpg
4123018568644-1000,Beauty,Parapharmacy,Huile essentielle,14-6-2,4123018568644,412301856864,Premium essential oil,A reliable and stylish product for every home.,Nivea,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018568644.jpg
4123018568711-1000,Beauty,Parapharmacy,Baby,14-6-3,4123018568711,412301856871,High quality accessory: baby,Made with premium materials for maximum durability.,Nivea,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018568711.jpg
4123018568888-1000,Beauty,Parapharmacy,Hand Sanitizer,14-6-4,4123018568888,412301856888,Premium hydroalcoholic gel,Combines functionality and style for optimal use.,Nivea,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018568888.jpg
4123018568955-1000,Beauty,Parapharmacy,Mask,14-6-5,4123018568955,412301856895,Ideal solution: mask,Designed to deliver an exceptional user experience.,Nivea,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018568955.jpg
4123018569011-1000,Beauty,Parapharmacy,Sexuality,14-6-6,4123018569011,412301856901,Ideal solution: sexuality,Combines functionality and style for optimal use.,Nivea,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018569011.jpg
4123018569188-1000,"Toy, Child, Nursery",Childcare,Stroller,15-1-1,4123018569188,412301856918,Essential item: stroller,Designed to deliver an exceptional user experience.,Mattel,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018569188.jpg
4123018569255-1000,"Toy, Child, Nursery",Childcare,Car Seat,15-1-2,4123018569255,412301856925,Essential item: car seat,Designed to deliver an exceptional user experience.,Fisher-Price,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018569255.jpg
4123018569322-1000,"Toy, Child, Nursery",Childcare,Baby Bed,15-1-3,4123018569322,412301856932,Premium baby bed,A perfect choice to meet your daily needs.,Vtech,https://the-simple-catalog.github.io/the-simple-catalog.io/assets/media/4123018569322.jpg
